Date,Hour,DA_DEMD,DEMAND,DA_LMP,DA_EC,DA_MLC,RT_LMP,RT_EC,SYSLoad,RegCP
9,5,10306,10480,44.65,44.02,0.63,40.7,40.1,10640,44
9,6,11057,11361,48.97,48.27,0.69,45.53,44.86,11495,61.09
9,7,12104,12785,51.26,50.52,0.73,47.12,46.5,12930,55
9,8,13724,14040,58.1,55.91,0.82,46.97,46.33,14222,50
9,9,14168,14733,60.1,57.91,0.85,52.32,51.14,14924,49
9,10,14455,15027,60.25,58.4,0.87,59.41,58.06,15269,50.7
9,11,14446,15070,60.22,58.42,0.87,57.74,56.66,15297,58.68
9,12,14356,14988,60.23,58.42,0.86,56.23,55.18,15218,40.89
9,13,13877,14771,58.5,56.82,0.85,53.78,52.78,14984,54
9,14,13688,14583,58.1,56.25,0.84,52.88,51.87,14800,60
9,15,13451,14343,56.78,55.12,0.82,52.34,51.36,14549,43
9,16,13248,14095,54.09,52.85,0.79,50.64,49.72,14293,44
9,17,13263,14014,54.04,52.81,0.78,48.14,47.35,14210,58
9,18,13525,14003,55.49,54.04,0.8,47.36,46.6,14181,43
9,19,14008,13948,58.44,56.64,0.85,45.2,44.55,14140,55
9,20,14301,14439,60.09,57.89,0.86,46.77,46.14,14611,51
9,21,14269,14778,59.42,57.51,0.85,50.36,49.65,14949,52.12
9,22,13448,14128,55.82,54.4,0.8,49.57,48.87,14333,44
9,23,12276,12983,49.14,48.43,0.71,45.08,44.55,13140,63.69
9,24,10810,11778,47.7,47.03,0.67,40.32,39.83,11951,41
10,1,10101,10829,47.17,46.5,0.67,42.24,41.78,10949,59.36
10,2,9843,10305,45,44.36,0.64,33.71,33.34,10447,60
10,3,9712,10077,44.53,43.89,0.64,34.26,33.87,10208,40
10,4,9643,10000,44.48,43.84,0.64,31.62,31.22,10151,67
10,5,9695,10098,44.53,43.89,0.64,38.7,38.25,10218,61
10,6,9819,10493,44.87,44.21,0.66,39.46,39.01,10597,61.56
10,7,10295,11097,47.9,47.14,0.71,43.74,43.26,11221,64
10,8,11564,12127,52.71,51.51,0.79,44.84,44.27,12263,43.94
10,9,12669,13232,55.69,54.26,0.83,47.37,46.74,13376,41.2
10,10,12902,13874,60.79,58.7,0.89,51.87,51.14,14054,40
10,11,12934,14025,63.22,60.84,0.91,52.26,51.46,14224,58
10,12,12866,13900,62.24,59.99,0.91,48.11,47.45,14063,67
10,13,12646,13574,57.04,55.47,0.83,46.7,46.11,13750,55
10,14,12448,13250,54.5,53.13,0.79,45.76,45.23,13415,44
10,15,12156,12927,53.23,51.98,0.78,45.72,45.18,13097,61
10,16,11929,12766,53.19,51.75,0.78,45.32,44.78,12930,41
10,17,11987,12791,53.18,51.67,0.78,45.16,44.6,12947,57
10,18,12375,12957,53.23,51.96,0.78,41.53,41.11,13113,58.39
10,19,12927,13142,55,53.53,0.81,35.05,34.82,13333,52.53
10,20,13241,13816,59.02,57.34,0.87,53.93,53.27,13985,46.11
10,21,13221,14297,59.81,57.98,0.87,49.16,48.57,14461,65
10,22,12721,13745,53.67,52.63,0.79,47.17,46.69,13871,62
10,23,11718,12772,51.4,50.65,0.74,47.42,46.9,12941,51.98
10,24,10531,11626,49.44,48.74,0.7,42.84,42.42,11787,60
11,1,9573,10664,44.51,43.84,0.67,38.05,37.7,10810,56.26
11,2,9313,10069,42.07,41.44,0.63,29.89,29.59,10214,54
11,3,9166,9794,39.72,39.12,0.6,33.22,32.88,9928,54
11,4,9173,9695,39.72,39.12,0.6,32.04,31.72,9815,51
11,5,9284,9748,40,39.39,0.61,28.84,28.55,9855,57
11,6,9431,9999,42.27,41.62,0.65,36.35,36,10096,50.6
11,7,9700,10398,43.67,42.98,0.69,36.47,36.14,10515,55.21
11,8,10613,11308,48.47,47.7,0.77,42.29,41.84,11399,58.65
11,9,11900,12419,51.52,50.7,0.82,49.29,48.74,12526,51.99
11,10,12676,13175,52,51.12,0.82,49.96,49.3,13320,42.43
11,11,12999,13484,53.36,52.38,0.83,46.62,46.04,13639,60
11,12,13107,13513,53.36,52.39,0.82,48.3,47.7,13670,53
11,13,12771,13317,53.35,52.33,0.81,47.87,47.26,13470,64
11,14,12348,12750,50.46,49.68,0.78,45.53,45.02,12913,49
11,15,12146,12185,47.96,47.21,0.75,38.97,38.63,12355,43
11,16,12047,11847,47.25,46.52,0.73,38.97,38.61,12023,53
11,17,12256,11775,47.49,46.75,0.74,38.84,38.45,11922,52
11,18,12626,11970,49.5,48.74,0.76,38.9,38.52,12103,42
11,19,13190,12519,53.35,52.32,0.82,40.65,40.22,12639,65
11,20,13762,13617,55.92,54.62,0.85,50.67,50.06,13766,65
11,21,13676,14159,57,55.52,0.86,59.6,58.84,14311,53
11,22,12892,13412,53.35,52.35,0.8,64.15,63.4,13574,53
11,23,11790,12257,49.29,48.56,0.73,52.76,52.09,12426,55.4
11,24,10835,11156,44.71,44.05,0.66,44.44,44.06,11281,40
12,1,9966,10379,41.26,40.64,0.62,31.92,31.64,10515,59.07
12,2,9591,10015,39.24,38.65,0.59,37.31,36.97,10175,42.37
12,3,9456,9900,38.64,38.05,0.59,34.58,34.27,10019,64
12,4,9736,9911,38.84,38.25,0.59,35.06,34.73,10009,47
12,5,9989,10261,39.33,38.73,0.6,39.16,38.79,10332,48
12,6,11107,11436,46.24,45.53,0.71,44.59,44.15,11514,52.55
12,7,13254,13487,50.01,49.24,0.77,50.8,50.21,13632,43.5
12,8,14515,15006,57.04,55.97,0.87,67.11,66.28,15156,42.05
12,9,15074,15478,58.84,57.58,0.87,50.98,50.46,15663,42.06
12,10,15187,15599,59.88,58.51,0.87,59.32,58.56,15791,58
12,11,15208,15665,61.81,60.22,0.89,70.5,69.68,15877,47
12,12,15051,15618,62.93,61.21,0.9,61.15,60.45,15838,46
12,13,14946,15396,59.94,58.25,0.86,48.95,48.41,15589,57
12,14,14819,15254,58.83,57.27,0.84,50.09,49.45,15436,57
12,15,14518,15122,57,55.6,0.82,55.07,54.32,15346,63
12,16,14158,14915,56.64,55.28,0.82,51.65,51.01,15115,45
12,17,14159,14987,56.63,55.19,0.81,50.84,50.14,15158,54.96
12,18,14944,15328,58.7,57.14,0.84,48.48,47.85,15503,62.59
12,19,15323,15653,63.22,61.43,0.91,50,49.34,15824,56.87
12,20,15366,16265,70.58,69.55,1.03,62.86,61.96,16467,47.96
12,21,15308,16213,68,67,1,56.07,55.38,16402,40.64
12,22,14436,15104,59.34,58.47,0.87,52.84,52.13,15281,46
12,23,13030,13540,50.84,50.1,0.73,46.63,46.12,13697,48.48
12,24,11425,12054,47.89,47.21,0.68,42.72,42.27,12197,57.67
13,1,10527,11152,44.96,44.33,0.63,43.02,42.57,11311,51.97
13,2,10139,10693,43.12,42.52,0.6,39.27,38.85,10856,58
13,3,10130,10504,43.06,42.45,0.61,38.2,37.79,10660,40.84
13,4,10109,10475,43.06,42.45,0.61,40.53,40.09,10620,41.2
13,5,10182,10763,43.67,43.05,0.62,42.76,42.32,10883,65
13,6,11340,11827,48.1,47.4,0.7,44.04,43.54,11980,47.05
13,7,13709,14040,50.62,49.86,0.76,51.79,51.12,14203,45.07
13,8,14755,15678,58.38,57.52,0.86,58.5,57.74,15877,44.06
13,9,15135,16239,60.26,59.4,0.86,70.47,69.59,16460,43.63
13,10,15221,16456,60.72,59.86,0.86,65.71,64.88,16683,64
13,11,15255,16656,60.72,59.87,0.85,76.05,75.05,16895,59
13,12,15021,16692,60.29,59.43,0.85,75.44,74.56,16927,47
13,13,14876,16563,58.97,58.14,0.82,63.49,62.74,16793,56
13,14,14703,16475,56.98,56.18,0.8,71.75,70.83,16722,62
13,15,14498,16316,55.92,55.05,0.79,77.47,76.58,16714,59
13,16,14418,16362,54.45,53.68,0.77,65.3,64.47,16757,49
13,17,14444,16687,54.65,53.59,0.77,80.68,79.61,16945,49
13,18,14735,16979,55.4,54.57,0.78,81.06,79.99,17244,42.89
13,19,15114,17035,56.96,56.04,0.81,74.08,73.11,17308,42.12
13,20,15505,17141,63,62.09,0.91,75.13,74.1,17408,42
13,21,15519,16669,60.68,59.25,0.86,59.21,58.41,16925,46
13,22,14213,15446,55.26,54.12,0.78,58.37,57.51,15657,59
13,23,12668,13729,47.78,47.11,0.67,48.77,48.15,13965,47
13,24,11099,12285,46.24,45.6,0.64,45.4,44.85,12467,49.3
14,1,10078,11309,44.33,43.73,0.6,46.6,45.97,11462,60.49
14,2,9945,10739,43.62,43.03,0.59,44.72,44.14,10943,42
14,3,9804,10491,41.8,41.23,0.57,41.69,41.1,10650,58
14,4,9757,10366,41.3,40.73,0.57,29.77,29.37,10517,48
14,5,9971,10580,43.93,43.32,0.61,37.53,37.04,10712,56
14,6,10789,11640,46.24,45.58,0.66,41.4,40.86,11753,55
14,7,13073,13697,49.98,49.25,0.73,47.72,47.02,13801,48.87
14,8,14420,15324,56.3,55.49,0.81,55.69,54.81,15459,55.94
14,9,15107,15842,57.41,56.59,0.82,57.26,56.38,16016,49.32
14,10,15149,16031,57.41,56.6,0.81,54.5,53.62,16221,53
14,11,15238,16023,60,59.16,0.84,54.2,53.33,16239,57
14,12,15104,16196,59.61,58.78,0.83,58.16,57.21,16423,40
14,13,14947,16019,57.06,56.26,0.8,59.69,58.83,16257,42.4
14,14,14566,15980,56.85,56.05,0.8,60.81,60.02,16209,42.4
14,15,14517,15822,56.25,55.46,0.79,61.83,61.08,16056,43.59
14,16,14429,15729,54.12,53.36,0.76,58.39,57.72,15962,46.97
14,17,14467,15853,54.12,53.35,0.77,58.13,57.45,16093,67
14,18,14685,16096,55.39,54.6,0.79,62.57,61.82,16324,64
14,19,14958,16129,56.93,56.12,0.81,57.14,56.41,16349,54
14,20,15291,16346,60.91,60.04,0.87,60.95,60.18,16567,46.86
14,21,15251,16135,59.61,58.76,0.85,57.69,56.99,16370,63.71
14,22,14237,15054,54.94,54.17,0.77,49.77,49.15,15271,47.17
14,23,12529,13392,48.5,47.82,0.68,44.82,44.27,13600,40.73
14,24,10363,11949,45.68,45.05,0.63,39.07,38.52,12140,45.3
15,1,10528,11037,43.33,42.73,0.6,34.64,34.11,11203,49
15,2,10491,10532,40.31,39.75,0.56,27.8,27.36,10699,53
15,3,10428,10321,39.81,39.26,0.55,15.94,15.69,10460,60
15,4,10396,10275,39.49,38.94,0.55,22.95,22.57,10414,40
15,5,10498,10546,40.31,39.74,0.57,35.89,35.29,10687,65
15,6,11515,11645,45.29,44.65,0.64,35.13,34.54,11785,59
15,7,13700,13758,49.25,48.54,0.71,43.21,42.63,13945,63
15,8,14969,15371,56.5,55.69,0.81,50.35,49.57,15531,61
15,9,14975,15922,60.5,56.23,0.8,50.64,49.83,16108,49
15,10,15092,16142,62,57.15,0.82,53.56,52.68,16351,52
15,11,15283,16264,62,57.22,0.82,55.34,54.42,16467,58
15,12,15370,16141,57.43,56.58,0.81,52.32,51.45,16379,50
15,13,15021,15882,56.42,55.59,0.79,51.89,51.02,16109,49
15,14,14866,15706,55.43,54.61,0.79,50.93,50.05,15913,51
15,15,14736,15368,54.28,53.48,0.77,50.19,49.37,15564,57
15,16,14712,15095,52.32,51.55,0.75,48.54,47.79,15309,59
15,17,14797,15002,54.28,53.5,0.78,46.85,46.15,15211,65
15,18,15023,14939,55.69,54.89,0.8,45.2,44.59,15122,49
15,19,15194,14893,56.9,56.09,0.81,42.58,42.06,15082,51
15,20,15529,15530,59.81,58.95,0.86,45.61,45.03,15690,48
15,21,15462,16026,57.75,56.92,0.83,52.37,51.53,16227,52
15,22,14530,15191,52.32,51.57,0.75,47.64,46.9,15391,55
15,23,13123,13722,48,47.32,0.68,43.76,43.18,13897,62
15,24,11598,12347,45,44.38,0.62,37.84,37.32,12510,64
16,1,10047,11345,40.3,39.75,0.55,36.17,35.67,11483,43
16,2,9993,10810,39.27,38.74,0.53,29.89,29.51,10924,61
16,3,9977,10591,37.31,36.81,0.5,27.72,27.35,10711,67
16,4,9876,10587,37.49,36.98,0.51,33.86,33.33,10728,51.02
16,5,9999,10890,39.27,38.74,0.53,34.34,33.83,11027,65.62
16,6,10898,12006,44.6,43.98,0.62,41.92,41.32,12128,45
16,7,12729,13903,48.44,47.75,0.69,47.13,46.48,14043,60
16,8,14384,15244,53.77,53.01,0.76,49.07,48.45,15413,50
16,9,14761,15672,55.36,54.59,0.77,49.66,48.97,15870,45
16,10,14844,15779,55.72,54.95,0.77,49.52,48.83,15965,63
16,11,14728,15775,55.36,54.59,0.77,56.92,56.1,15978,59
16,12,14629,15602,54.47,53.69,0.75,58.83,57.96,15823,67
16,13,14479,15344,52,51.28,0.72,56.5,55.68,15556,44
16,14,14221,15174,50.36,49.65,0.71,50.57,49.84,15388,63
16,15,14027,14865,49.27,48.58,0.69,46.53,45.92,15060,54
16,16,13848,14555,48.95,48.26,0.69,44.94,44.36,14761,60
16,17,13882,14326,48.95,48.26,0.69,44.29,43.72,14508,47
16,18,14081,14141,49.27,48.57,0.7,41.53,41.05,14332,44
16,19,14187,14061,50.35,49.52,0.72,47.06,46.42,14219,63
16,20,14618,14528,54.06,53.28,0.78,48.71,48.05,14702,65
16,21,14548,15068,53.16,52.4,0.76,51.45,50.68,15265,46
16,22,13587,14361,50,49.3,0.7,48.53,47.79,14557,55
16,23,11871,13238,46.28,45.64,0.64,46.35,45.67,13416,61
16,24,10581,11984,44.29,43.69,0.6,44.28,43.73,12135,64
17,1,9800,11046,42.32,41.73,0.59,43.28,42.81,11180,65
17,2,9260,10530,39.78,39.23,0.55,39.79,39.36,10642,50
17,3,9087,10250,38.34,37.81,0.53,35.12,34.73,10356,66.06
17,4,9070,10151,37.93,37.4,0.53,35.38,34.99,10254,66.06
17,5,9120,10239,38.3,37.77,0.53,40.68,40.24,10340,57
17,6,9526,10621,41.96,41.37,0.59,41.79,41.33,10720,54
17,7,10242,11230,44.39,43.74,0.65,45.06,44.56,11329,43
17,8,11285,12206,47.85,47.14,0.71,53.44,52.87,12281,53
17,9,12306,13203,51.38,50.62,0.76,69.55,68.7,13328,45
17,10,12521,13726,55.39,54.58,0.81,72.9,71.9,13880,42
17,11,12535,13855,56.3,55.48,0.82,73.1,72.02,14018,66.3
17,12,12516,13684,55.39,54.45,0.8,57.53,56.64,13857,61.05
17,13,12151,13382,53.92,52.81,0.78,55.34,54.49,13558,51.29
17,14,12105,13067,51.9,50.72,0.74,57.53,56.7,13243,46.35
17,15,11934,12804,49.42,48.53,0.71,55.92,55.14,12962,40.98
17,16,11795,12665,48.89,48.06,0.71,51.4,50.61,12840,57.24
17,17,11799,12727,49.37,48.48,0.71,55.12,54.26,12909,62
17,18,11971,12906,49.48,48.56,0.72,55.59,54.79,13081,46
17,19,12215,13071,51,49.91,0.75,61.9,60.98,13250,53
17,20,12372,13644,55.39,54.58,0.81,107.77,106.12,13835,47
17,21,12605,13868,56.6,55.78,0.82,110.61,108.87,14054,43
17,22,11952,13198,52.37,51.56,0.74,88.92,87.63,13378,42
17,23,10924,12176,47.85,47.17,0.68,48.4,47.69,12362,67
17,24,9966,11120,45.07,44.44,0.63,38.86,38.43,11268,66.76
18,1,8963,10264,40.38,39.82,0.56,39.37,38.9,10387,54
18,2,8954,9675,39.81,39.27,0.54,41.78,41.22,9805,52.09
18,3,8845,9375,39.37,38.83,0.54,41.27,40.7,9493,49.95
18,4,8832,9233,38.29,37.77,0.52,34.48,34.01,9353,49.57
18,5,8846,9226,38.95,38.41,0.54,34.99,34.52,9342,49.57
18,6,8908,9372,39.81,39.26,0.55,36.49,35.97,9493,58
18,7,9225,9632,40.38,39.8,0.58,31.82,31.33,9751,41
18,8,10349,10454,43.34,42.71,0.63,43,42.38,10558,46
18,9,11351,11504,45.34,44.67,0.67,44.22,43.65,11610,49
18,10,12082,12275,47.76,47.06,0.7,47.79,47.11,12388,66.02
18,11,12231,12633,52,50.74,0.74,49.11,48.36,12786,52
18,12,12213,12729,53.49,52.05,0.75,52.54,51.71,12910,67
18,13,12160,12661,50.6,49.55,0.71,52.04,51.25,12838,51
18,14,12043,12478,47.76,47.1,0.66,47.61,46.92,12640,64
18,15,11766,12239,46.3,45.66,0.64,46.04,45.37,12403,48
18,16,11706,12158,46.18,45.54,0.64,45.1,44.46,12338,60
18,17,11916,12271,46.05,45.41,0.64,46.81,46.11,12398,46
18,18,12244,12603,46.93,46.28,0.65,49.98,49.19,12780,53
18,19,12572,12886,49,48.17,0.69,50.58,49.76,13064,52
18,20,12837,13484,53.99,52.87,0.76,65.84,64.79,13678,58
18,21,12919,13902,55.5,54.3,0.76,51.69,50.89,14076,64
18,22,12451,13047,48.51,47.84,0.67,53.37,52.53,13227,64.96
18,23,11056,11905,44.41,43.8,0.61,43.68,43.12,12052,49
18,24,9968,10821,41.62,41.06,0.56,37.77,37.17,10952,43
19,1,9424,10011,42.6,42.02,0.58,35.97,35.35,10132,54.25
19,2,9335,9606,42,41.43,0.57,34.98,34.36,9734,51.39
19,3,9225,9422,40.25,39.71,0.54,29.9,29.38,9538,50.66
19,4,9226,9393,40.25,39.7,0.55,27.57,27.06,9518,50.66
19,5,9396,9640,42.39,41.8,0.59,36.25,35.6,9771,49
19,6,10305,10557,44.98,44.35,0.63,34.87,34.34,10680,50.8
19,7,11951,11972,51.34,50.23,0.74,36.27,35.92,12145,50.71
19,8,14037,13470,58.25,57.1,0.83,48.7,48.13,13620,51.11
19,9,14359,14346,65,62.21,0.87,49.17,48.61,14513,62.87
19,10,14928,14854,65,62.82,0.87,53.5,52.88,15041,63.86
19,11,15119,15208,65.97,63.72,0.85,46.26,45.79,15414,52.96
19,12,15286,15317,69.21,66.74,0.89,48.4,47.9,15507,49.89
19,13,15283,15286,71.5,68.79,0.91,49.67,49.05,15501,57
19,14,15425,15317,72.21,69.45,0.92,53.42,52.73,15554,61
19,15,15365,15255,71.5,68.81,0.91,58.33,56.63,15485,63
19,16,15588,15142,70.93,68.59,0.92,50.07,49.24,15360,46
19,17,15727,15077,72.16,69.25,0.93,47.79,47.14,15289,60
19,18,15651,14961,71.46,68.46,0.93,46.26,45.64,15176,62
19,19,15528,14848,74.49,71.11,0.98,46.51,45.91,15044,54
19,20,15697,15280,75,71.65,0.99,56.98,55.6,15474,55
19,21,15716,15554,73.74,70.55,0.98,50.48,49.72,15757,43
19,22,14613,14545,64.6,62.23,0.85,45.61,45.08,14748,59.59
19,23,12983,13053,55.17,53.08,0.72,37.43,36.94,13224,60.72
19,24,11042,11634,44.98,44.39,0.59,37.95,37.43,11768,53.42
20,1,9829,10708,39.31,38.75,0.56,33.43,32.89,10829,67
20,2,9760,10158,37.5,36.96,0.54,31.88,31.29,10283,51.24
20,3,9718,9890,35.75,35.23,0.52,30.06,29.47,10019,51.73
20,4,9718,9776,35.5,34.98,0.52,28.28,27.75,9895,51.29
20,5,9762,9938,36.75,36.21,0.54,29.65,29.11,10070,46
20,6,10200,10757,42.5,41.89,0.64,31.21,30.63,10886,50.64
20,7,12272,12225,46.97,46.9,0.73,43.3,42.5,12365,60.26
20,8,14327,13815,53.19,52.77,0.83,56.68,54.49,13977,58.55
20,9,14792,14644,53.13,52.74,0.8,58.61,56.63,14822,61.96
20,10,14911,15079,54.41,53.87,0.81,59.21,57.13,15269,63.69
20,11,14962,15321,55.42,54.76,0.82,51.42,50.33,15508,63.69
20,12,14967,15378,55.42,54.75,0.82,54.58,53.14,15580,63.69
20,13,14867,15276,55.17,54.55,0.82,55.01,53.54,15484,61.02
20,14,14929,15276,56.96,56.14,0.84,51.59,50.4,15471,51.86
20,15,14684,15125,59.23,58.01,0.85,50.54,49.5,15320,46.49
20,16,14608,14930,57.5,56.19,0.84,52.53,51.25,15125,60.64
20,17,14648,14875,58.02,56.62,0.85,52.98,51.55,15084,67
20,18,14576,14715,57.4,56.28,0.85,49.1,48.11,14924,58
20,19,14686,14510,57.99,56.72,0.87,46.51,45.72,14722,40
20,20,14757,14866,61.87,60.42,0.93,48.48,47.59,15035,64
20,21,14756,15258,60.95,59.63,0.91,52.03,50.78,15459,64.16
20,22,13990,14314,54.89,53.89,0.82,48.01,47.05,14516,53.35
20,23,12377,12785,46.69,45.99,0.7,41.85,41.11,12969,42
20,24,10731,11438,44.37,42.82,0.63,27.09,26.6,11604,55.47
21,1,9703,10466,37.41,36.83,0.58,27.95,27.45,10592,50.02
21,2,9571,9959,36.37,35.81,0.56,28.1,27.62,10089,67
21,3,9522,9745,35.5,34.95,0.55,15.98,15.72,9865,43
21,4,9525,9694,35.9,35.34,0.56,8.16,8.03,9816,44
21,5,9576,9953,36.37,35.8,0.57,19.57,19.26,10072,49
21,6,9915,10884,42.07,41.39,0.68,39.08,38.56,10991,48
21,7,12305,12401,50.18,49.35,0.83,45.13,44.47,12511,52.04
21,8,13944,13980,55.02,54.13,0.9,49.84,49.05,14129,55.7
21,9,14424,14773,55.83,54.76,0.89,47.83,47.19,14923,50.95
21,10,14562,15128,56.54,55.49,0.9,50.06,49.38,15320,53.62
21,11,14602,15309,57.12,56.21,0.91,50.48,49.74,15514,51.97
21,12,14564,15307,57.41,56.5,0.91,50.83,50.09,15521,46.39
21,13,14324,15157,56.54,55.63,0.89,51.43,50.66,15385,43.3
21,14,14315,15090,56.03,55.15,0.88,52.81,52.02,15321,60
21,15,14176,14905,55.02,54.16,0.86,51.42,50.63,15158,67
21,16,14170,14704,53.77,52.92,0.85,49.14,48.39,14928,67
21,17,14129,14623,54.02,53.13,0.85,45.91,45.24,14833,55.35
21,18,14265,14513,54.03,52.94,0.86,45.08,44.39,14705,59.65
21,19,14331,14408,55.37,54.48,0.89,46.82,46.06,14581,57.6
21,20,14424,14883,56.54,55.62,0.92,48.76,47.95,15061,51.06
21,21,14450,15314,57.12,56.2,0.92,53.14,52.19,15534,45.21
21,22,13575,14397,50.41,49.6,0.81,48.2,47.35,14610,49.29
21,23,11946,12973,45.88,45.15,0.73,41.02,40.34,13159,49
21,24,10209,11551,43.25,42.59,0.66,28.77,28.36,11717,58
22,1,9521,10603,35,34.46,0.54,39.21,38.63,10743,41.29
22,2,9430,10106,33.01,32.5,0.51,34.97,34.47,10236,45
22,3,9330,9835,32.09,31.6,0.49,24.61,24.25,9976,67
22,4,9376,9758,32,31.51,0.49,17.96,17.68,9913,52
22,5,9426,9991,33.09,32.57,0.52,29.72,29.26,10141,40
22,6,9527,10926,39.44,38.81,0.63,32.53,32.06,11070,64
22,7,11662,12481,49.07,48.18,0.81,44.69,44.03,12649,43.65
22,8,13751,14059,54.68,53.17,0.88,50.78,50.12,14296,52
22,9,14101,14876,56.96,55.09,0.89,55,54.25,15094,41
22,10,14398,15310,57.79,55.84,0.89,56.35,55.58,15520,57
22,11,14548,15595,59.33,57.2,0.91,57.85,57.08,15828,64
22,12,14544,15719,60.07,57.86,0.92,61.4,60.58,15930,41
22,13,14461,15699,59.33,57.23,0.89,80.16,79.11,15921,44
22,14,14466,15782,59.98,57.81,0.91,87.63,86.51,16031,57
22,15,14330,15700,58.3,56.34,0.88,57.42,56.63,15970,41
22,16,14240,15553,57.79,55.87,0.89,60.83,59.5,15781,49
22,17,14199,15430,58.3,56.31,0.89,85.5,81.55,15656,51
22,18,14124,15236,57.16,55.3,0.88,55.49,54.36,15527,56.2
22,19,14111,14984,57.04,55.28,0.89,56.64,55.15,15215,52.96
22,20,14283,15236,56.53,54.81,0.9,60.2,59,15465,43.77
22,21,14350,15589,57.26,55.46,0.9,71.12,70.09,15818,61
22,22,13195,14709,52.57,51.21,0.83,56.83,55.98,14940,53.34
22,23,11505,13199,45.02,44.31,0.71,50.94,49.85,13396,47.91
22,24,9348,11768,42.57,41.92,0.65,43.74,43.02,11935,49.64
23,1,8967,10749,36.37,35.81,0.56,44.6,43.91,10881,62
23,2,8933,10150,34,33.48,0.52,43.47,42.81,10322,63
23,3,8867,9849,32.94,32.43,0.51,40.18,39.61,10017,63
23,4,8819,9712,32.61,32.11,0.5,35.19,34.72,9863,57
23,5,8864,9852,33.15,32.63,0.52,41.87,41.23,10011,52
23,6,9008,10748,39,38.38,0.62,33.97,33.49,10932,46
23,7,11589,12268,49.44,48.63,0.81,38.63,38.26,12432,48.86
23,8,13758,13924,53.71,52.84,0.87,53.16,52.4,14093,54.47
23,9,14238,14927,56.16,54.68,0.89,57.91,57.14,15176,54.47
23,10,14394,15478,57.82,56.17,0.89,57.59,56.81,15733,61
23,11,14481,15796,58.7,56.94,0.91,59.19,58.32,16048,67
23,12,14438,15809,58.31,56.61,0.9,58.79,57.9,16074,56
23,13,14269,15644,56.32,54.86,0.87,55.5,54.24,15940,50
23,14,14181,15483,55.78,54.38,0.86,56.84,55.51,15719,58
23,15,13944,15210,54.82,53.43,0.84,54,52.93,15432,47
23,16,13815,14894,53.01,51.82,0.83,56.01,54.61,15140,55
23,17,13905,14759,53.86,52.56,0.84,52.02,51.02,15007,60
23,18,13889,14667,53.16,51.87,0.83,45.89,45.16,14889,44.73
23,19,13954,14626,53.58,52.28,0.86,50.39,49.46,14838,43.76
23,20,13989,14865,53.24,52.1,0.86,52.61,51.46,15095,46
23,21,14020,14954,55.1,53.73,0.88,57.51,55.78,15192,58
23,22,13284,14241,50.11,49.27,0.79,48.66,47.88,14466,43.09
23,23,11502,12996,44,43.31,0.69,48.15,47.48,13183,44.73
23,24,9456,11747,42,41.36,0.64,44.58,44.04,11956,43.04
24,1,9627,10761,43.32,42.66,0.66,44.91,44.45,10955,50.39
24,2,9125,10203,42.28,41.64,0.64,43.26,42.87,10363,45.07
24,3,9057,9910,42.27,41.63,0.64,42.58,42.15,10068,46.03
24,4,8951,9789,42.12,41.48,0.64,40.52,40.13,9945,46.14
24,5,9100,9819,42.4,41.75,0.65,41.78,41.37,9955,45.02
24,6,9443,10182,43.41,42.73,0.68,42.87,42.48,10324,45.02
24,7,10707,10728,46.85,46.08,0.77,42.81,42.4,10870,46.79
24,8,11520,11754,52.9,50.93,0.86,42.13,41.71,11895,50.14
24,9,12287,12800,59.93,57.69,0.98,43.14,42.64,12939,59.07
24,10,12717,13456,66.65,65.25,1.11,47.1,46.52,13575,57.9
24,11,12862,13711,64.97,63.93,1.06,47.65,47.03,13867,50.62
24,12,12679,13668,68.95,67.21,1.13,47.34,46.76,13830,45.02
24,13,12537,13392,62.43,60.79,1.01,44.22,43.7,13569,42.38
24,14,12335,13059,60.05,58.77,0.98,46.17,45.55,13198,40.6
24,15,12056,12767,55.34,53.34,0.89,44.32,43.76,12933,40.47
24,16,12048,12559,54.42,51.99,0.87,42.6,42.04,12703,40.42
24,17,11884,12514,52.94,52.61,0.88,42.73,42.14,12656,52
24,18,12122,12597,52.94,52.66,0.89,42.78,42.2,12738,53.7
24,19,12361,12635,55.53,54.6,0.93,42.31,41.76,12775,51.34
24,20,12675,13037,61.1,60.08,1.02,44.62,44.06,13167,40.5
24,21,12588,13666,61,60,1,49.6,48.95,13798,49.8
24,22,12079,13218,54.38,53.5,0.88,46.35,45.79,13380,45.79
24,23,10930,12211,48.47,47.7,0.77,50.32,49.72,12340,48.55
24,24,9873,11205,44.32,43.63,0.69,42.28,41.86,11371,47.19
25,1,9514,10319,42.56,41.91,0.65,42.8,42.37,10474,50.36
25,2,8996,9809,41.05,40.41,0.64,40.73,40.32,9968,45.67
25,3,9042,9536,40.64,40.02,0.62,41.75,41.28,9696,45.48
25,4,9000,9441,39.92,39.31,0.61,41.67,41.21,9595,45.43
25,5,9000,9491,41.04,40.4,0.64,41.68,41.22,9622,45.16
25,6,8979,9696,41.9,41.23,0.67,38.82,38.39,9827,46.64
25,7,9848,9954,43.14,42.42,0.72,34.59,34.14,10078,48.36
25,8,10505,10779,43.07,42.34,0.73,34.33,33.98,10919,48.36
25,9,11417,11700,46.39,45.6,0.79,37.97,37.57,11831,47.72
25,10,12254,12406,52.08,52.64,0.92,43.51,42.91,12563,54.16
